Category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity,Delivery_Zone,Distance_km,Partner_Type,Fuel_Cost,Partner_Payout,Delivery_Time_min
Personal Care,Engage M3 Perfume Spray for Men,20000,10,3,18000,120,False,120,North,4.28,Walker,0.0,13.56,40.5
Personal Care,Mamaearth Deeply Nourishing wash for Babies,19900,0,4,19900,200,False,200,East,2.45,Rider,2.94,22.25,7.8
Personal Care,Dettol Original Soap (B4G1),26000,5,6,24700,625,False,625,East,0.72,Rider,0.86,13.6,2.7
Personal Care,Woodward's Gripe Water,7500,0,6,7500,200,False,200,Central,4.63,Walker,0.0,14.26,46.1
Personal Care,"MamyPoko Pants Extra Absorb Diapers, New Born",29900,6,5,27900,28,False,28,West,6.08,Walker,0.0,17.16,58.5
Personal Care,Johnson's Baby Soap,7000,0,6,7000,100,False,100,North,2.74,Walker,0.0,10.48,22.8
Personal Care,Engage M4 Perfume Spray For Men,20000,10,6,18000,120,False,120,Central,3.04,Cycle,0.0,14.12,16.9
Personal Care,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,6500,10,4,5800,40,False,40,Central,6.29,Rider,7.55,41.45,23.0
Personal Care,Dove Hair Fall Rescue Conditioner,19000,0,4,19000,175,False,175,North,5.79,Rider,6.95,38.95,24.9
Personal Care,Himalaya Anti Hair Fall Shampoo,13000,12,2,11400,200,False,200,North,5.15,Rider,6.18,35.75,23.2
Personal Care,Fiama Peach & Avocado Gel Bar,17600,10,3,15800,375,False,375,East,2.12,Walker,0.0,9.24,20.1
Personal Care,Pears Pure & Gentle Value Pack Of 4 Bathing Soap ,12500,0,6,12500,75,False,75,West,6.42,Walker,0.0,17.84,57.9
Personal Care,Fiama Fresh Hand Wash,15000,6,3,14000,400,False,400,West,1.5,Walker,0.0,8.0,14.4
Personal Care,Palmolive Black Orchid And Milk Liquid Hand Wash,9900,10,6,8900,250,False,250,North,4.57,Walker,0.0,14.14,40.6
Personal Care,Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),16000,0,5,16000,232,False,4,South,0.69,Walker,0.0,6.38,5.7
Personal Care,Gillette Mach 3 Turbo Razor,34900,6,5,32500,58,False,1,Central,4.68,Cycle,0.0,19.04,28.7
Personal Care,Himalaya Baby Lotion,16500,12,3,14500,200,False,200,Central,2.3,Walker,0.0,9.6,22.8
Personal Care,Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,37500,0,1,37500,340,False,180,North,3.42,Rider,4.1,27.1,15.7
Personal Care,Sunsilk Lusciously Thick & Long Shampoo,24900,6,6,23400,340,False,340,South,2.74,Walker,0.0,10.48,25.1
Personal Care,Fiama Di Wills Men's Refreshing Pulse Shower Gel,22500,4,3,21400,250,False,250,East,1.62,Rider,1.94,18.1,7.0
Personal Care,Sebamed Anti - Dandruff Shampoo,60000,10,2,54000,200,False,200,North,4.54,Walker,0.0,14.08,44.8
Personal Care,Listerine Cool Mint Mouthwash - Mild Taste,15000,10,6,13500,250,False,250,North,6.23,Walker,0.0,17.46,55.2
Personal Care,"L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown",62000,0,6,62000,172,False,172,Central,6.73,Rider,8.08,43.65,24.7
Personal Care,Himalaya Gentle Baby Bath,16500,9,6,15000,200,False,200,North,1.75,Rider,2.1,18.75,8.7
Personal Care,"L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500",55000,0,4,55000,160,False,159,North,5.16,Rider,6.19,35.8,24.4
Personal Care,L'Oreal Paris Color Protect Shampoo,28200,0,3,28200,360,False,360,North,4.82,Rider,5.78,34.1,17.6
Personal Care,Fiama Di Wills Lemongrass & Jojoba Gel Bar,17600,10,6,15800,375,False,375,Central,2.73,Cycle,0.0,13.19,16.2
Personal Care,Colgate Plax Peppermint Mouthwash,15000,20,5,12000,250,False,250,East,0.62,Rider,0.74,13.1,2.4
Personal Care,Dove Daily Shine Conditioner,9000,10,1,8100,80,False,80,East,4.98,Walker,0.0,14.96,41.3
Personal Care,Patanjali Kesh Kanti Anti Dandruff Hair Cleanser,11000,0,6,11000,200,False,200,North,6.65,Walker,0.0,18.3,65.9
Personal Care,Old Spice Original After Shave Lotion,25000,0,1,25000,150,False,150,Central,4.61,Cycle,0.0,18.83,26.8
Personal Care,Dove Hair Fall Rescue Shampoo,13700,10,4,12300,180,False,180,East,3.33,Rider,4.0,26.65,15.8
Personal Care,Dettol Clinical Strength Hand Sanitizer Liquid,25000,10,6,22500,500,False,500,East,3.91,Walker,0.0,12.82,32.8
Personal Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,39900,20,3,31900,300,False,300,East,1.8,Cycle,0.0,10.4,11.0
Personal Care,Comfy Baby Pants XL 12-17 kg,42900,15,1,36400,24,False,24,Central,5.38,Walker,0.0,15.76,43.3
Personal Care,Dettol Liquid Handwash With Free Liquid,9900,0,6,9900,200,False,200,Central,5.35,Cycle,0.0,21.05,34.9
Personal Care,Nivea Body Milk Lotion for Very Dry Skin,39900,20,6,31900,400,False,400,North,1.45,Cycle,0.0,9.35,8.9
Personal Care,Lakme Sun Expert,22500,0,6,22500,60,False,60,West,6.21,Rider,7.45,41.05,26.4
Personal Care,Head & shoulders Anti Dandruff Shampoo Cool Menthol,17000,0,6,17000,180,False,180,East,2.25,Cycle,0.0,11.75,11.5
Personal Care,Godrej Nupur Henna,7500,0,5,7500,150,False,120,West,6.88,Walker,0.0,18.76,57.9
Personal Care,Johnson's Baby Lotion,10000,0,4,10000,100,False,100,Central,2.99,Walker,0.0,10.98,24.4
Personal Care,Himalaya Anti Dandruff Shampoo,14000,10,1,12600,200,False,200,Central,1.66,Rider,1.99,18.3,5.9
Personal Care,Maybelline New York Colossal Kajal Super Black,30000,8,3,27500,0,False,0,Central,2.79,Rider,3.35,23.95,11.9
Personal Care,Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad,9000,10,6,8100,406,False,7,West,3.36,Cycle,0.0,15.08,20.6
Personal Care,Dove Daily Shine Shampoo,64500,5,3,61200,650,False,650,Central,0.95,Rider,1.14,14.75,4.0
Personal Care,Godrej Easy 5 Minute Natural Brown 4 Hair Colour,2900,0,5,2900,20,False,20,North,4.26,Walker,0.0,13.52,38.8
Personal Care,Colgate Sensitive Plus Enamel Toothpaste Tube,14000,0,6,14000,160,False,160,Central,4.38,Walker,0.0,13.76,37.4
Personal Care,Colgate Max Fresh Peppermint Toothpaste ,18200,15,6,15400,300,False,300,South,5.3,Rider,6.36,36.5,18.5
Personal Care,Pond's Light Moisturiser,30900,10,6,27800,250,False,250,West,0.69,Rider,0.83,13.45,2.3
Personal Care,Engage Mate For Man Deo Spray,19500,10,5,17400,150,False,150,South,4.02,Rider,4.82,30.1,18.9
Personal Care,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,12000,0,5,12000,180,False,180,Central,0.84,Cycle,0.0,7.52,5.2
Personal Care,Whisper Choice Regular Wing Sanitary Pad,3000,0,2,3000,406,False,7,North,5.06,Cycle,0.0,20.18,27.2
Personal Care,Colgate Slim Soft Charcoal Toothbrush,15000,18,4,12300,232,False,4,East,0.86,Walker,0.0,6.72,7.2
Personal Care,Fiama Scents Juniper & Geranium Body Wash,19900,6,5,18600,250,False,250,Central,6.43,Cycle,0.0,24.29,43.4
Personal Care,Mamaearth Ubtan Body Lotion,39900,15,4,33900,400,False,400,North,5.06,Cycle,0.0,20.18,32.8
Personal Care,Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight,5500,0,6,5500,10,False,10,West,3.8,Cycle,0.0,16.4,24.0
Personal Care,Himalaya Anti-Hair Fall Shampoo,23000,18,1,18800,400,False,400,South,3.37,Cycle,0.0,15.11,19.6
Personal Care,Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,31000,15,6,26300,200,False,200,South,1.35,Walker,0.0,7.7,11.5
Personal Care,Engage M2 Perfume Spray For Men,20000,10,6,18000,120,False,120,South,2.39,Rider,2.87,21.95,11.9
Personal Care,Listerine Cool Mint Mouthwash - Mild Taste,15000,10,6,13500,250,False,250,West,6.15,Walker,0.0,17.3,59.0
Personal Care,Mamaearth Ubtan Face Scrub Turmeric & Walnut,34900,10,1,31400,100,False,100,North,6.38,Cycle,0.0,24.14,35.8
Personal Care,Himalaya Purifying Neem Face Wash Tube,27000,15,6,22900,300,False,300,West,0.5,Rider,0.6,12.5,2.3
Personal Care,Johnson's Baby Top To Toe Bath Body Wash,16500,0,4,16500,210,False,210,South,4.36,Rider,5.23,31.8,19.7
Personal Care,Gillette Mach 3 Start,24900,0,6,24900,116,False,2,Central,5.18,Rider,6.22,35.9,18.6
Personal Care,Scalpe Pro Anti dandruff Shampoo 100ml,18500,0,2,18500,100,False,100,East,4.52,Walker,0.0,14.04,40.0
Personal Care,Johnson's Baby Cream,15000,0,6,15000,100,False,100,West,1.03,Rider,1.24,15.15,3.5
Personal Care,Johnson's Baby Soap,10500,0,6,10500,150,False,150,West,1.92,Walker,0.0,8.84,15.8
Personal Care,Himalaya Gentle Baby Shampoo,32000,17,6,26500,400,False,400,North,2.13,Walker,0.0,9.26,20.1
Personal Care,L'Oreal Paris Shine Masque Royal Jelly Hair Colour,55000,0,3,55000,88,False,87,North,5.91,Cycle,0.0,22.73,32.7
Personal Care,Engage Rush Deodorant For Men,19000,11,6,16900,150,False,150,West,3.51,Cycle,0.0,15.53,23.3
Personal Care,Clean & Clear Foaming Face Wash,14000,10,4,12600,100,False,100,South,3.66,Rider,4.39,28.3,18.3
Personal Care,Dettol Lather Shaving Cream,7500,5,6,7100,78,False,78,East,6.58,Rider,7.9,42.9,20.7
Personal Care,Gillette Classic Regular Pre Shave Foam,19900,0,4,19900,196,False,196,North,4.64,Cycle,0.0,18.92,27.6
Personal Care,Dove Daily Shine Conditioner,19000,0,6,19000,175,False,180,South,6.34,Walker,0.0,17.68,60.9
Personal Care,Johnson's Baby Shampoo,18000,0,6,18000,200,False,200,Central,3.47,Walker,0.0,11.94,33.2
Personal Care,Park Avenue Beer Shampoo ,15500,9,4,14000,180,False,180,North,1.47,Cycle,0.0,9.41,9.6
Personal Care,Pantene Advanced Hair Fall Solution Silky Smooth Care Shampoo,12000,6,6,11200,180,False,180,South,6.54,Walker,0.0,18.08,56.9
Personal Care,Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose,6500,10,6,5800,40,False,40,South,3.48,Cycle,0.0,15.44,20.6
Personal Care,Sunsilk Stunning Black Shine Shampoo,55500,6,6,52100,650,False,650,East,1.68,Cycle,0.0,10.04,10.4
Personal Care,Dabur Meswak Toothpaste,10000,0,1,10000,200,False,200,East,2.47,Rider,2.96,22.35,12.2
Personal Care,Patanjali Kesh Kanti Reetha Hair Cleanser,8500,0,5,8500,200,False,200,Central,0.83,Rider,1.0,14.15,3.0
Personal Care,Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine,18500,8,6,16900,5,False,4,South,3.54,Cycle,0.0,15.62,24.2
Personal Care,Santoor Total Skin Care Soap With Sandal & Turmeric,18000,0,6,18000,600,False,600,South,6.05,Rider,7.26,40.25,21.4
Personal Care,"L'Oreal Paris Excellence Creme Hair Color, 4 Natural Brown/Natural Dark Brown",62000,0,1,62000,172,False,172,East,6.57,Cycle,0.0,24.71,45.8
Personal Care,Gillette Pre Shave Foam - Classic Regular Skin,22500,0,6,22500,418,False,418,North,6.56,Walker,0.0,18.12,61.3
Personal Care,Fiama Di Wills Shower Gel Patchouli & Macadamia,19900,10,6,17900,250,False,250,North,1.31,Walker,0.0,7.62,11.7
Personal Care,Listerine Fresh Burst Mouthwash,14000,10,4,12600,250,False,250,West,2.98,Walker,0.0,10.96,27.5
Personal Care,Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin ,29900,17,5,24700,200,False,200,East,0.68,Walker,0.0,6.36,5.8
Personal Care,Pantene Hair Fall Control Shampoo,24000,7,2,22100,340,False,340,West,6.06,Cycle,0.0,23.18,33.6
Personal Care,Fogg Master - Royal Intense,25000,0,5,25000,120,False,120,East,2.83,Walker,0.0,10.66,23.3
Personal Care,TRESemme Smooth And Shine Conditioner,22000,0,5,22000,190,False,190,Central,4.6,Walker,0.0,14.2,37.8
Personal Care,Whisper Ultra Clean XL Plus Sanitary Pad,15500,0,6,15500,870,False,15,South,5.15,Walker,0.0,15.3,44.8
Personal Care,"Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",9300,5,6,8800,80,False,80,Central,3.29,Walker,0.0,11.58,31.3
Personal Care,Nivea Soft Moisturizing Cream,31000,12,1,27200,200,False,200,East,2.49,Cycle,0.0,12.47,15.5
Personal Care,Patanjali Kesh Kanti Aloe Vera Hair Cleanser,8500,0,5,8500,200,False,200,South,6.75,Walker,0.0,18.5,55.4
Personal Care,Neutrogena Deep Clean Foaming Cleanser,13000,11,2,11500,50,False,50,North,6.77,Rider,8.12,43.85,31.8
Personal Care,Clean & Clear Morning Energy Berry Face Wash,15500,6,6,14500,100,False,100,North,2.38,Rider,2.86,21.9,10.0
Personal Care,Pampers Premium Care New Baby Pants,32000,0,4,32000,24,False,24,West,3.62,Rider,4.34,28.1,17.8
Personal Care,Vaseline Intensive Care Aloe Fresh,22500,9,6,20300,200,False,200,East,6.82,Rider,8.18,44.1,29.6
Personal Care,L'Oreal Paris Dream Lengths Shampoo,14900,0,6,14900,192,False,192,East,0.53,Rider,0.64,12.65,1.8
Personal Care,Johnson's Baby Oil,11500,0,4,11500,100,False,100,North,3.18,Rider,3.82,25.9,12.6
Personal Care,Engage Man Rush Deodorant,19500,9,6,17600,150,False,150,Central,1.15,Cycle,0.0,8.45,7.2
Personal Care,Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care,26400,0,6,26400,340,False,340,South,3.81,Rider,4.57,29.05,11.6
Personal Care,Whisper Daily Liners Clean and Fresh,10500,0,4,10500,1160,False,20,Central,0.66,Walker,0.0,6.32,5.3
Personal Care,Himalaya Men Pimple Clear Neem Face Wash,18000,9,2,16300,100,False,100,Central,3.14,Rider,3.77,25.7,10.2
Personal Care,Pantene Adv Hairfall Solution Conditioner Silky Smooth,19000,0,5,19000,200,False,200,North,1.93,Cycle,0.0,10.79,10.6
Personal Care,Himalaya Prickly Heat Baby Powder,9000,10,6,8100,100,False,100,North,3.97,Rider,4.76,29.85,15.3
Personal Care,Mamaearth Daily Moisturizing Lotion For Babies,19900,0,6,19900,200,False,200,North,6.97,Walker,0.0,18.94,62.6
Personal Care,Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings,17500,0,3,17500,812,False,14,West,5.7,Walker,0.0,16.4,47.2
Personal Care,Pampers Premium Care Pants - Medium,109900,18,6,89900,54,False,54,Central,6.0,Cycle,0.0,23.0,38.1
Personal Care,Fiama Men's Refreshing Pulse Shower Gel,19900,10,6,17900,250,False,250,East,4.63,Cycle,0.0,18.89,28.7
Personal Care,Vaseline Original Skin Protecting Jelly,12500,10,6,11200,100,False,100,South,0.77,Cycle,0.0,7.31,4.3
Personal Care,Clean & Clear Foaming Face Wash,18000,10,6,16200,150,False,150,West,1.84,Cycle,0.0,10.52,9.3
Personal Care,Fiama Lemongrass and Jojoba Shower Gel,22500,20,6,18000,250,False,250,East,6.51,Rider,7.81,42.55,20.5
Personal Care,Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free),18000,0,1,18000,174,False,3,Central,2.88,Rider,3.46,24.4,10.9
Personal Care,Listerine Fresh Burst Mouthwash,28500,7,6,26300,500,False,500,North,1.17,Walker,0.0,7.34,9.7
Personal Care,Veet Full Body Waxing Kit,23500,7,6,21800,1160,False,20,Central,5.07,Cycle,0.0,20.21,29.2
Personal Care,Listerine Original Mouthwash,5500,9,6,5000,80,False,80,South,2.45,Cycle,0.0,12.35,15.3
Personal Care,Santoor Almond Soft With Sandal & Almond Milk,18000,0,2,18000,625,False,625,West,2.25,Rider,2.7,21.25,9.2
Personal Care,Nivea Body Shea Smooth with Shea Butter for Dry Skin,42500,20,5,34000,400,False,9,West,6.99,Cycle,0.0,25.97,38.2
Personal Care,Neutrogena Deep Clean Facial Cleanser,13000,0,4,13000,50,False,50,South,6.08,Walker,0.0,17.16,52.8
Personal Care,"L'Oreal Paris Excellence Creme Hair Color, 3.16 Burgundy",55000,0,3,55000,159,False,172,East,3.15,Walker,0.0,11.3,29.1
Personal Care,Johnson's Baby Powder,23500,0,6,23500,400,False,400,East,6.87,Cycle,0.0,25.61,46.2
Personal Care,Bombay Shaving Company Charcoal Face Wash,24900,0,4,24900,100,False,100,West,4.73,Walker,0.0,14.46,45.0
Personal Care,Colgate Kids 2+ Years Extra Soft Toothbrush,2000,0,3,2000,58,False,1,West,5.32,Walker,0.0,15.64,48.4
Personal Care,Veet Hair Removal Cream (Normal Skin),13500,5,6,12800,50,False,50,North,0.7,Rider,0.84,13.5,2.6
Personal Care,Dove Daily Shine Shampoo,24000,0,4,24000,340,False,340,East,1.29,Walker,0.0,7.58,11.3
Personal Care,L'Oreal Anti Hair Fall Conditioner,19900,0,6,19900,192,False,192,South,4.62,Cycle,0.0,18.86,31.2
Personal Care,Nivea Body Lotion Aloe Hydration For Normal Skin ,27500,10,6,24700,200,False,200,East,6.34,Cycle,0.0,24.02,32.2
Personal Care,Pampers Pants - Large,154900,45,3,84900,82,False,82,North,4.55,Walker,0.0,14.1,45.4
Personal Care,"Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly",19500,10,6,17400,150,False,150,West,1.37,Cycle,0.0,9.11,8.7
Personal Care,Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner,37500,10,6,33400,340,False,340,West,1.25,Rider,1.5,16.25,5.5
Personal Care,Fem Fairness Natural Gold Skin Bleach,8500,7,4,7900,64,False,64,North,5.99,Walker,0.0,16.98,48.4
Personal Care,Engage Deo Frost,19500,9,6,17600,150,False,150,South,1.41,Walker,0.0,7.82,13.0
Personal Care,Stayfree Secure XL Size Sanitary Napkins,11500,0,5,11500,1160,False,20,West,3.88,Walker,0.0,12.76,34.8
Personal Care,Pampers Pants - Medium,69900,21,1,54900,50,False,50,Central,0.74,Cycle,0.0,7.22,3.9
Personal Care,Pampers Active Baby Diapers New Born Extra Small ,109900,22,3,84900,72,False,72,West,1.02,Cycle,0.0,8.06,5.7
Personal Care,"Nivea Creme, All Season Multi-Purpose Cream",17500,9,6,15800,100,False,100,Central,4.87,Walker,0.0,14.74,47.6
Personal Care,Woodwards Gripe Water ,5000,0,4,5000,130,False,130,North,4.98,Cycle,0.0,19.94,30.4
Personal Care,Clean & Clear Morning Energy Aqua Splash Face Wash,14500,9,5,13100,100,False,100,North,2.72,Cycle,0.0,13.16,15.8
Personal Care,Sunsilk Lusciously Thick & Long Shampoo,55500,6,6,52100,650,False,650,West,1.9,Walker,0.0,8.8,15.5
Personal Care,Mamaearth Skin Correct Face Serum,59900,15,1,50900,30,False,30,East,5.79,Walker,0.0,16.58,54.6
Personal Care,Chik Hairfall Prevent Egg Shampoo,17800,0,6,17800,340,False,340,Central,1.91,Cycle,0.0,10.73,12.2
Personal Care,Pantene Silky Smooth Care Shampoo,22500,6,3,21000,340,False,340,South,4.02,Walker,0.0,13.04,37.1
Personal Care,"Garnier Skin Naturals, Micellar Cleansing Water",19900,5,4,18900,125,False,125,West,6.79,Walker,0.0,18.58,61.2
Personal Care,Set Wet Swag Avatar Deodorant & Body Spray Perfume For Men,19900,0,1,19900,150,False,150,South,1.46,Walker,0.0,7.92,12.9
Personal Care,Pampers All Round Protection Pants - Medium,69900,17,6,57500,50,False,50,West,6.62,Walker,0.0,18.24,60.8
Personal Care,Set Wet Deodrant Charm Avatar,19900,0,1,19900,150,False,150,East,1.69,Cycle,0.0,10.07,9.2
Personal Care,Nupur Heena Mehandi,19900,0,6,19900,500,False,500,East,4.19,Walker,0.0,13.38,41.4
Personal Care,Head & Shoulders 2-in-1 Active Protect Shampoo,37500,9,6,33800,340,False,340,East,2.95,Rider,3.54,24.75,12.3
Personal Care,Gillette Mach 3 Turbo Cartridges,64900,10,6,57800,232,False,4,East,6.77,Walker,0.0,18.54,58.4
Personal Care,TRESemme Smooth And Shine Conditioner,21000,13,1,18200,190,False,190,North,2.28,Rider,2.74,21.4,8.9
Personal Care,Bombay Shaving Company Sensitive Cartridges,37500,0,2,37500,116,False,2,North,3.1,Walker,0.0,11.2,29.8
Personal Care,Himalaya Baby Lotion,30000,12,1,26400,400,False,400,Central,6.89,Rider,8.27,44.45,22.9
Personal Care,Old Spice Lime Lather Shaving Cream,7500,0,6,7500,70,False,70,South,3.99,Rider,4.79,29.95,14.3
Personal Care,Colgate Sensitive Plus Anticavity Toothpaste ,14000,10,6,12600,70,False,70,West,3.77,Walker,0.0,12.54,35.3
Personal Care,Colgate Toothpaste For Kids Motu Oatlu,9300,0,6,9300,80,False,80,West,2.18,Walker,0.0,9.36,18.8
Personal Care,Pantene Total Damage Care Shampoo,12000,0,6,12000,180,False,180,North,5.06,Walker,0.0,15.12,48.5
Personal Care,Himalaya Moisturising Aloe Vera Facial Wipes,10000,10,6,9000,25,False,25,West,0.59,Rider,0.71,12.95,1.9
Personal Care,Savlon Moisture Shield Hand Wash,6900,0,5,6900,200,False,200,North,0.82,Cycle,0.0,7.46,5.4
Personal Care,Pampers Active Baby Diapers New Born Extra Small,36000,10,6,32400,24,False,24,Central,4.4,Cycle,0.0,18.2,22.6
Personal Care,Himalaya Anti Dandruff Shampoo,26000,18,1,21300,400,False,400,South,2.72,Walker,0.0,10.44,21.8
Personal Care,Himalaya Anti Hair Fall Shampoo,49000,25,4,36700,700,False,700,Central,6.7,Cycle,0.0,25.1,45.5
Personal Care,Johnson's Baby Oil,20000,0,6,20000,200,False,200,East,6.37,Cycle,0.0,24.11,39.3
Personal Care,Vaseline Intensive Care Deep Moisture Body Lotion,32500,0,4,32500,400,False,400,East,5.14,Walker,0.0,15.28,44.7
Personal Care,L'Oreal Paris Dream Lengths Conditioner,19900,0,1,19900,193,False,193,East,5.82,Rider,6.98,39.1,20.2
Personal Care,Nivea Soft Light Moisturizing Cream,18500,15,6,15700,100,False,100,Central,4.84,Walker,0.0,14.68,44.7
Personal Care,Whisper Ultra Soft XL+ Sanitary Pads,55500,0,1,55500,60,False,60,West,1.32,Cycle,0.0,8.96,7.9
Personal Care,Palmolive Feel The Massage Shower Gel,24900,20,6,19900,250,False,250,South,5.48,Rider,6.58,37.4,27.3
Personal Care,L'Oreal Paris Dream Lengths Conditioner,20900,0,3,20900,193,False,193,East,1.87,Cycle,0.0,10.61,13.0
Personal Care,Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,28500,6,6,26600,340,False,340,East,2.6,Rider,3.12,23.0,11.1
Personal Care,Mamaearth Moisturizing Baby Bath Soap,24900,0,4,24900,150,False,150,East,5.83,Cycle,0.0,22.49,34.3
Personal Care,Listerine Original Mouthwash,15000,10,6,13500,250,False,250,South,3.99,Walker,0.0,12.98,35.8
Personal Care,Himalaya Gentle Baby Shampoo,17000,14,6,14600,200,False,200,East,6.09,Cycle,0.0,23.27,38.8
Personal Care,Dove Dryness Care Shampoo,26800,5,1,25200,340,False,340,South,1.88,Cycle,0.0,10.64,9.8
Personal Care,Dove Hair Fall Rescue Shampoo,28000,15,6,23600,340,False,340,East,4.45,Rider,5.34,32.25,16.3
Personal Care,Head & Shoulders Anti Dandruff Shampoo Cool Menthol,29500,9,6,26600,340,False,340,Central,1.04,Cycle,0.0,8.12,5.4
Personal Care,Bombay Shaving Company Defender Razor,34500,0,6,34500,58,False,1,Central,4.68,Walker,0.0,14.36,38.1
Personal Care,"Head & Shoulders Shampoo + Conditioner - 2-In-1, Cool Menthol",36500,0,1,36500,340,False,340,South,5.46,Walker,0.0,15.92,45.8
Personal Care,Himalaya Baby Nourishing Massage Oil,20000,20,2,16000,200,False,250,Central,4.3,Walker,0.0,13.6,38.6
Personal Care,Himalaya Baby Powder,23500,20,6,18800,400,False,400,South,2.23,Rider,2.68,21.15,10.2
Personal Care,Fogg Paradise Fragrant Body Spray For Women ,25000,0,6,25000,150,False,150,Central,0.7,Rider,0.84,13.5,2.8
Personal Care,Revive Revive Liquid,7100,0,6,7100,200,False,200,Central,1.28,Cycle,0.0,8.84,7.3
Personal Care,Pantene Hairfall Control Conditioner,19000,6,6,17800,200,False,200,South,4.54,Cycle,0.0,18.62,23.4
Personal Care,Mamaearth Vitamin C Face Toner,39900,0,1,39900,200,False,200,West,6.57,Cycle,0.0,24.71,40.1
Personal Care,Himalaya Diaper Rash Cream,8000,10,2,7200,20,False,20,Central,1.84,Rider,2.21,19.2,6.5
Personal Care,Fogg Royal Fragrance Spray,23000,0,4,23000,150,False,120,East,5.28,Rider,6.34,36.4,22.3
Personal Care,Dove Pink Rosa Beauty Bathing Bar,24500,9,6,22100,100,False,100,West,6.13,Cycle,0.0,23.39,42.6
Personal Care,Dove Dryness Care Conditioner Frizzy & Dry Hair,9000,6,4,8400,80,False,80,South,3.89,Rider,4.67,29.45,12.5
Personal Care,Dettol Original Liquid Handwash Refill,10900,3,0,10500,750,True,750,West,4.85,Rider,5.82,34.25,16.6
Personal Care,Parachute 100% Pure Coconut Oil,12300,0,0,12300,300,True,300,North,5.8,Walker,0.0,16.6,51.9
Personal Care,Stayfree Secure Cottony Soft Cover Sanitary Pad (Regular) with Wings,3000,3,0,2900,406,True,7,North,2.19,Walker,0.0,9.38,21.8
Personal Care,Dabur Gulabari Premium Rose Water,4800,2,0,4700,120,True,120,Central,2.43,Cycle,0.0,12.29,15.9
Personal Care,Parachute Advansed Gold Coconut Hair Oil,21500,9,0,19400,400,True,400,Central,0.5,Cycle,0.0,6.5,3.4
Personal Care,Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,9000,10,0,8100,150,True,150,East,6.76,Walker,0.0,18.52,58.6
Personal Care,Godrej No.1 Bathing Soap – Lime & Aloe Vera,10000,16,0,8400,500,True,100,West,6.46,Rider,7.75,42.3,32.2
Personal Care,Sensodyne Sensitive Fresh Gel Toothpaste,11500,7,0,10600,75,True,75,North,5.47,Cycle,0.0,21.41,28.5
Personal Care,Whisper Bindazzz Nights XL + Sanitary Pad,9000,0,0,9000,406,True,7,Central,1.01,Cycle,0.0,8.03,5.2
Personal Care,Whisper Choice Sanitary Pad ,3200,9,0,2900,406,True,7,West,3.41,Cycle,0.0,15.23,22.9
Personal Care,"Godrej No.1 Bathing Soap, Jasmine",8400,0,0,8400,400,True,100,Central,1.16,Rider,1.39,15.8,5.6
Personal Care,Gillette Venus Close & Clean Razor ,24900,7,0,23000,58,True,1,Central,0.6,Walker,0.0,6.2,4.9
Personal Care,Whisper Choice Regular Sanitary Pads,9000,3,0,8700,58,True,20,North,4.51,Cycle,0.0,18.53,23.6
Personal Care,Stayfree Secure Dry Cover Extra Large Sanitary Pad,4200,2,0,4100,406,True,7,North,6.75,Walker,0.0,18.5,54.4
Personal Care,Oxylife Natural Radiance 5 Creme Bleach - With Active Oxygen,8200,9,0,7400,27,True,27,Central,6.37,Walker,0.0,17.74,52.3
Personal Care,Clean & Clear Morning Energy Lemon Face Wash,14500,9,0,13100,100,True,100,South,5.03,Rider,6.04,35.15,17.2
Personal Care,Bajaj Almond Drops Hair Oil,6700,10,0,6000,100,True,100,Central,1.13,Rider,1.36,15.65,5.6
Personal Care,Bajaj Almond Drops Hair Oil Bottle,13000,7,0,12000,200,True,200,Central,2.28,Rider,2.74,21.4,9.9
Personal Care,Whisper Bindazzz Night Sanitary Pads XL Plus,18500,0,0,18500,870,True,15,East,2.58,Rider,3.1,22.9,11.8
